,text,rating,date,category,source
2357,not bad game,3,2025-11-23 16:19:20,Play_Store_Updates,Google_Play
2358,constantly stuck at 75% and not loading,1,2025-11-23 16:16:47,Play_Store_Updates,Google_Play
2359,"if hell was a game studio, it's supercell",1,2025-11-23 16:10:56,Play_Store_Updates,Google_Play
2360,nice game,5,2025-11-23 16:09:19,Play_Store_Updates,Google_Play
2361,"Eu jogava muito esse jogo antigamente, parei porque era muito pay to win, baixei agora pela nostalgia e parece que ficou mais pay to win ainda.",1,2025-11-23 16:04:46,Play_Store_Updates,Google_Play
2362,"Every update I always said I'm gonna uninstall it. After they announced the heroes before even finishing the Evos I finally did it. They just keep introducing stuff without finishing it. Trading tokens, masteries, skins, now evolutions, level 15...",1,2025-11-23 16:03:31,Play_Store_Updates,Google_Play
2363,HOG RIDERRRRR I LOVE THIS GAME SO MUCH,5,2025-11-23 16:02:41,Play_Store_Updates,Google_Play
2364,absolute cinema,5,2025-11-23 16:02:40,Play_Store_Updates,Google_Play
2365,Clash royale is a stratigic game That's why I like it,5,2025-11-23 16:01:37,Play_Store_Updates,Google_Play
2366,fantastiblastic,5,2025-11-23 15:58:51,Play_Store_Updates,Google_Play
2367,"other players are given an advantage to play unfairly, comands are not responding , skils are lunefecrive and loaded slowly, while oponent look like he was boosted 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎",1,2025-11-23 15:55:33,Play_Store_Updates,Google_Play
2368,"Super Cell are finding more and more ways to exploit the player base, this Dec update I'm done with the game pure corporate greed at its best",1,2025-11-23 15:55:13,Play_Store_Updates,Google_Play
2369,pay to win,1,2025-11-23 15:53:17,Play_Store_Updates,Google_Play
2370,balance your game (this game is too payto win) (if you dont balance it it will become dead in a few months i like this game but i run into too much payto win players i admit i suck but its really often i suggest listening to players about new updates that we want,1,2025-11-23 15:47:01,Play_Store_Updates,Google_Play
2371,"I absolutely hate the fact the people in this game are so toxic, and cannot grow up. I've been trying to win and play the game but can't because of the dumb idiots just spamming and using Mega Knight 24/7 this game is horrible.",1,2025-11-23 15:45:16,Play_Store_Updates,Google_Play
2372,this game is actually fun,5,2025-11-23 15:42:38,Play_Store_Updates,Google_Play
2373,Im new and i think it's decent,4,2025-11-23 15:42:11,Play_Store_Updates,Google_Play
2374,cool,1,2025-11-23 15:41:29,Play_Store_Updates,Google_Play
2375,good game,5,2025-11-23 15:40:14,Play_Store_Updates,Google_Play
2376,Removed casual 2s im done. still haven't brought it back years later worst game ever. merge tactics is complete blind luck. I hate this company and the game with all my heart,1,2025-11-23 15:36:45,Play_Store_Updates,Google_Play
2377,not fair opponet they have 2x higher level then me (use your brain supercell),1,2025-11-23 15:33:13,Play_Store_Updates,Google_Play
2378,this game made me have seizure,3,2025-11-23 15:28:45,Play_Store_Updates,Google_Play
2379,it showing no network symbol even though I'm connected.this glitch is irritating 🤬🤬,1,2025-11-23 15:26:49,Play_Store_Updates,Google_Play
2380,horrible game,1,2025-11-23 15:24:54,Play_Store_Updates,Google_Play
2381,BUNS,1,2025-11-23 15:23:01,Play_Store_Updates,Google_Play
2382,ok,5,2025-11-23 15:19:11,Play_Store_Updates,Google_Play
2383,it's grate,5,2025-11-23 15:14:05,Play_Store_Updates,Google_Play
2384,Love,4,2025-11-23 15:12:40,Play_Store_Updates,Google_Play
2385,"Game extremely pay to win, evolutions extremely unbalanced.",1,2025-11-23 15:11:59,Play_Store_Updates,Google_Play
2386,greeeeedy company,1,2025-11-23 15:08:41,Play_Store_Updates,Google_Play
2387,excelente juego,5,2025-11-23 15:08:33,Play_Store_Updates,Google_Play
2388,very good,5,2025-11-23 15:06:18,Play_Store_Updates,Google_Play
2389,"Great game, sometimes it can get annoying but that tends to happen in most games so I ain't complaining. Fully recommend, especially if you're into your strategy games!!",5,2025-11-23 14:55:21,Play_Store_Updates,Google_Play
2390,"Very fun, but it is too pay to win",4,2025-11-23 14:52:40,Play_Store_Updates,Google_Play
2391,"After an update, the game seems to be hanging, which is annoying, as you can't do anything. As it plays with its own thoughts, with proper network of my own the game seems to have network connectivity issues of its own.",3,2025-11-23 14:50:26,Play_Store_Updates,Google_Play
2392,very fun game honestly challenging simple card game,5,2025-11-23 14:47:58,Play_Store_Updates,Google_Play
2393,"straight p2w slop in arena 5 someone has evo wizard and I can't even get a level 7 card then in arena 9 what do I see? evo wizard, evo valkrie, evo TESLA? WHAT THATS NOT EVEN ARENA 9 and i cant even get a single evo shard please from the bottom of my heart add a match making where it can sepereate p2w and f2p cuz I don't wanna be banged by evos left and right and evos that are higher than my arena and his the most no balls, no maidens part the p2w players use toxic emotes after winning",1,2025-11-23 14:47:53,Play_Store_Updates,Google_Play
2394,I like it,1,2025-11-23 14:46:08,Play_Store_Updates,Google_Play
2395,Lowkey best game OAT ( please add voice chat ),5,2025-11-23 14:38:57,Play_Store_Updates,Google_Play
2396,"Jinxsy revived it and lowkey regret quitting this beautiful masterpiece, just chill out on the P2W updates a bit :D",5,2025-11-23 14:38:34,Play_Store_Updates,Google_Play
2397,"do you like paying hundreds of dollars every 3 months? well this is the game for you. Even if you spend a few $ every now and then it will never matter as they constantly add new variants, if I could give a 0 I would. 1 star don't waste your time.",1,2025-11-23 14:33:09,Play_Store_Updates,Google_Play
2398,"We don't want level 16 and we don't want champion cards as well.Listrn to your community instead of trying to make as much money as possible, you stingy devs.",1,2025-11-23 14:32:47,Play_Store_Updates,Google_Play
2399,Very good,5,2025-11-23 14:29:49,Play_Store_Updates,Google_Play
2400,W game,5,2025-11-23 14:28:49,Play_Store_Updates,Google_Play
2401,net connection problems 🌚,1,2025-11-23 14:18:50,Play_Store_Updates,Google_Play
2402,Cool Game,5,2025-11-23 14:16:28,Play_Store_Updates,Google_Play
2403,THIS IS THE BEST GAME I HAVE EVER PLAYED the only bad thing is i Verse payto win players on my other acc and i always loose and im stuck in arena 21,5,2025-11-23 14:14:58,Play_Store_Updates,Google_Play
2404,"reduce microtransactions and focus on the player fun and fairness pay to win game,unfair for player that are free to play,pay,to,win",1,2025-11-23 14:14:28,Play_Store_Updates,Google_Play
2405,this game is the best game ever you just cant beat it it never gets boring or feels old everyone play this,5,2025-11-23 14:10:07,Play_Store_Updates,Google_Play
2406,it's nice hehe,4,2025-11-23 14:01:38,Play_Store_Updates,Google_Play
2407,change the system of earned trophies because in matches where you win com three crowns or reigning matches you win+29 and instead in unfair matches where you have higher cards you get -33 trophies and that's somewhat unfair and I'm not saying it because of something I'm passing now it's because it happens all the time and sometimes a bit arta put an exact definitvo of trophies won as +30 every time you win and -30 every time you lose...thanks,4,2025-11-23 13:55:35,Play_Store_Updates,Google_Play
2408,the best,5,2025-11-23 13:35:35,Play_Store_Updates,Google_Play
2409,Very Good Game must try,5,2025-11-23 13:19:16,Play_Store_Updates,Google_Play
2410,genuinely a fun game. this game consists of raging 90% of the time ( I cried when I lost before),5,2025-11-23 13:17:40,Play_Store_Updates,Google_Play
2411,"very good game , but please please please supercell, I beg u balance it out , balnce pay 2 win with free 2 play too, sometimes in smaller arena pay 2 win players come , and there's no other option than to quit that match so please. and please please please don't rush for the updates, it's a very good game , it's revived again , u don't want it dead againn ryt? so please , listen to us",4,2025-11-23 13:14:28,Play_Store_Updates,Google_Play
2412,doog🙂👍,3,2025-11-23 13:12:22,Play_Store_Updates,Google_Play
2413,its giving many rewards at start im starting to like it:D,5,2025-11-23 13:11:30,Play_Store_Updates,Google_Play
2414,good,5,2025-11-23 13:08:26,Play_Store_Updates,Google_Play
2415,People should start reporting this game for some reason no matter what if you're not a pay to pay play player they don't want you to win & i believe they are watching so if you win too much they will send you bots using the same cards over and over again I know is not only me,1,2025-11-23 13:07:32,Play_Store_Updates,Google_Play
2416,Thats Why We ClASH,5,2025-11-23 13:06:18,Play_Store_Updates,Google_Play
2417,pay to win....🙏,1,2025-11-23 13:05:40,Play_Store_Updates,Google_Play
2418,my game bugs when in fullscreen,1,2025-11-23 13:00:17,Play_Store_Updates,Google_Play
2419,its a quik game to play while having a short break,5,2025-11-23 12:59:24,Play_Store_Updates,Google_Play
2420,game is addicting and once you start playing you are hooked. DO NKT START PLAYING. It is a absolute death sentence and as much as you uninstall and hate the game you will eventually reinstall and the cycle repeats again. also note that the suppercell device of this game are the most greedy mfs of all time. very p2w game.,1,2025-11-23 12:57:01,Play_Store_Updates,Google_Play
2421,"I love the game very much but I think this game is pay to win like for coc its all depends on ur stretegy.Here my opponent's troops are always much higher level than mine always because they r investing money and I can't because I'm a student and my mom & dad never give me permission for this🙂‍↕️ I'm not saying Clash Royale is a bad game,I love every game of supercell mainly COC which makes me a huge fan of supercell games.pls don't make fun after seeing my review.Hope Supercell will see this🥰",5,2025-11-23 12:49:16,Play_Store_Updates,Google_Play
2422,skill issue amikor a csávó megveszi a játékot majd ellenem teszik be és nem a többi p2w ellen v ez csak az én problémám?,1,2025-11-23 12:44:59,Play_Store_Updates,Google_Play
2423,Its really a nice game and I'm playing since 7.5 years .I'm in arena 11 but till now I haven't got Megaknight yet . I don't know why but these many years I didn't get mega knight yet,2,2025-11-23 12:42:54,Play_Store_Updates,Google_Play
2424,"best game but when u play alone u get more experience for 10,000 trophies",5,2025-11-23 12:27:44,Play_Store_Updates,Google_Play
2425,W GAME,5,2025-11-23 12:21:09,Play_Store_Updates,Google_Play
2426,good game,5,2025-11-23 12:14:43,Play_Store_Updates,Google_Play
2427,awesome,5,2025-11-23 12:03:47,Play_Store_Updates,Google_Play
2428,amazing game runs smooth and the fade lore is amazing along with the cannon and I like the detail and graphics and sound quality,5,2025-11-23 12:02:32,Play_Store_Updates,Google_Play
2429,Supercell needs to get banned because my son played Clash royale and he with his head breaks the iPad now my son is in the hospital So This game needs to get banned,1,2025-11-23 11:58:28,Play_Store_Updates,Google_Play
2430,don't buy,1,2025-11-23 11:37:22,Play_Store_Updates,Google_Play
2431,goog,5,2025-11-23 11:36:14,Play_Store_Updates,Google_Play
2432,such a good game,5,2025-11-23 11:34:27,Play_Store_Updates,Google_Play
2433,all they give you are hatd counters to your deck garbage,1,2025-11-23 11:34:15,Play_Store_Updates,Google_Play
2434,Pay to Win 💔,1,2025-11-23 11:32:29,Play_Store_Updates,Google_Play
2435,its great,5,2025-11-23 11:31:12,Play_Store_Updates,Google_Play
2436,this game is super fun. I would play this game a lot more. EXCEPT I HAVE TO PLAY AGAINST A MEGA NIGHT 95% OF THE MATCHES I PLAY. it gets way too much value for only being 7 Elixir. it's too OP the way it is.,3,2025-11-23 11:29:44,Play_Store_Updates,Google_Play
2437,THIS IS WHY WE CLASH AND WHEN WE GET DOWN WE ALWAYS COME BACK!!!!!!,5,2025-11-23 11:28:07,Play_Store_Updates,Google_Play
2438,pay to win and VERY toxic people,1,2025-11-23 11:22:21,Play_Store_Updates,Google_Play
2439,Just made it to one of the highest arenas. To be unbiased. The f2p aspect is horrible. Progression this way would be slowed. There are some arenas (that happened to me) I would get stuck because I was underleveled (totally didn't involve my skill) one level higher isn't bad. I shouldn't be facing a lvl 14 MK while being lvl 11. Evo shards have gotten easier but still hard to get quite a few. It's a great game yet I wouldn't invest anything into the app until the new update releases.,3,2025-11-23 11:22:02,Play_Store_Updates,Google_Play
2440,Pay to win game,1,2025-11-23 11:19:07,Play_Store_Updates,Google_Play
2441,this is why we clash!!!!!!,5,2025-11-23 11:18:56,Play_Store_Updates,Google_Play
2442,can't FF in a 1v1 game. lol and p2w no skill.,1,2025-11-23 11:18:52,Play_Store_Updates,Google_Play
2443,game.,5,2025-11-23 11:17:12,Play_Store_Updates,Google_Play
2444,it's so good 👍!! 👍,5,2025-11-23 11:11:11,Play_Store_Updates,Google_Play
2445,"I love clash, best game ever. Teach me how to dougie",5,2025-11-23 11:07:01,Play_Store_Updates,Google_Play
2446,"it's good but, the p2w aspect ruins it all",3,2025-11-23 11:05:37,Play_Store_Updates,Google_Play
2447,"I hate this being stuck at 75% while opening i checked my internet speed to it's good, the game is lagging idk why just fix this problem or i am going delete this game and gonna suggest my friends too",2,2025-11-23 11:03:16,Play_Store_Updates,Google_Play
2448,this game is the best,5,2025-11-23 11:00:46,Play_Store_Updates,Google_Play
2449,fuh ahh game fr,1,2025-11-23 10:57:30,Play_Store_Updates,Google_Play
2450,its a super good game to playy,5,2025-11-23 10:54:43,Play_Store_Updates,Google_Play
2451,i think it is a good game butttt.... it can sue sum buffs to sum characters,3,2025-11-23 10:53:53,Play_Store_Updates,Google_Play
2452,it's peak!!!!,5,2025-11-23 10:52:51,Play_Store_Updates,Google_Play
2453,its coo,5,2025-11-23 10:52:30,Play_Store_Updates,Google_Play
2454,ok,5,2025-11-23 10:51:36,Play_Store_Updates,Google_Play
2455,one of the best ghames,5,2025-11-23 10:51:05,Play_Store_Updates,Google_Play
2456,Amazing game definitely recomend,5,2025-11-23 10:49:37,Play_Store_Updates,Google_Play
2457,cool,5,2025-11-23 10:47:31,Play_Store_Updates,Google_Play
2458,it is a very good game ive been playing for hours i highly reccomend it,5,2025-11-23 10:45:32,Play_Store_Updates,Google_Play
2459,I put my whole life savings in to this game now i have no life 10k trophys for what?????,1,2025-11-23 10:44:27,Play_Store_Updates,Google_Play
2460,really fun but I rage most of the times,5,2025-11-23 10:44:23,Play_Store_Updates,Google_Play
2461,great game and all but nerf mega knight and trainer shelly,4,2025-11-23 10:38:10,Play_Store_Updates,Google_Play
2462,goated,5,2025-11-23 10:34:50,Play_Store_Updates,Google_Play
2463,I love this I used to play this now I'm back baby!!!,5,2025-11-23 10:30:56,Play_Store_Updates,Google_Play
2464,too pay 2 win,3,2025-11-23 10:30:30,Play_Store_Updates,Google_Play
2465,Pay to win,1,2025-11-23 10:26:29,Play_Store_Updates,Google_Play
2466,"This is the best game ever! Intense, fun and challenging all at the same time!",5,2025-11-23 10:09:13,Play_Store_Updates,Google_Play
2467,"This game is a waste of time. I'd rather count each grain of rice in a fifty pound bag than ever touch this rotten game ever again. This game provides nothing of value whatsoever. It's not entertaining, unless you consider being abused by the more financially stable fun.",1,2025-11-23 10:05:41,Play_Store_Updates,Google_Play
2468,op,5,2025-11-23 10:04:57,Play_Store_Updates,Google_Play
2469,This game is really a pay to win and next update will favor for the pay to win players,1,2025-11-23 10:04:16,Play_Store_Updates,Google_Play
2470,No forfeit button.,1,2025-11-23 10:04:11,Play_Store_Updates,Google_Play
2471,This is the most fun game ever we can battle people and join clans the only problem is the storage,5,2025-11-23 10:01:50,Play_Store_Updates,Google_Play
2472,gooooooood,5,2025-11-23 09:59:23,Play_Store_Updates,Google_Play
2473,goated,5,2025-11-23 09:56:41,Play_Store_Updates,Google_Play
2474,fun,5,2025-11-23 09:51:15,Play_Store_Updates,Google_Play
2475,THIS IS WHY WE CLAAAAAAASH!!!!!! best game I've ever played,5,2025-11-23 09:49:32,Play_Store_Updates,Google_Play
2476,It's good but it can get boring sometimes😁😁😁,5,2025-11-23 09:49:18,Play_Store_Updates,Google_Play
2477,"really disappointed in the little care supercell has for it's clients, they can't respond to reviews and when they do it's a bot that answers you. awesome games but the data costs are way to much so download if you have money to waste but if you don't want to to lose all your mobile data in three minutes than rather skip this games, any supercell games for a matter of fact. Edit: No changes from supercell, they just don't care about the people anymore they just want more money",1,2025-11-23 09:44:44,Play_Store_Updates,Google_Play
2478,This is the worst game you can play If you want to win in this game you have to pay. At first it was good but When you play it for some time you will realise that if you can't pay then you can't win in this game They are going to make it more pay to win game by introducing new characters Don't play this game if you can't pay Thank you for reading My review,1,2025-11-23 09:37:31,Play_Store_Updates,Google_Play
2479,its a overall great game but the pay to win aspects makes it less fun because of the over level troops and free to play people get stuck on lower arenas and seeing that their adding level 16 when no one is asking is horrible. this means they aren't listening to the community and ruining the game. and extra point they are adding heroics so basically more champions and more chaos so they are ruining their fanbase and sometimes making horrible events,3,2025-11-23 09:37:22,Play_Store_Updates,Google_Play
2480,my account got deleted for absolutly no reason and now I can't get It back. Thanks clash don't recommend this game,1,2025-11-23 09:35:49,Play_Store_Updates,Google_Play
2481,it is a good game highl recomended,5,2025-11-23 09:35:33,Play_Store_Updates,Google_Play
2482,I can't describe how dumb this game is all p2w devs are greedy and can't play for free it's disgusting devs should end the game honestly,1,2025-11-23 09:33:20,Play_Store_Updates,Google_Play
2483,nice game,5,2025-11-23 09:33:20,Play_Store_Updates,Google_Play
2484,pay to win garbage,1,2025-11-23 09:32:16,Play_Store_Updates,Google_Play
2485,never win,1,2025-11-23 09:29:31,Play_Store_Updates,Google_Play
2486,"do not download this app, its pay to play, no matter what, every few matches they will match you against someone that will wreck you there is no actual balance of players. there's no real bonuses just grinding and more grinding to grind even more. laaaaaammmmmeeee",1,2025-11-23 09:24:46,Play_Store_Updates,Google_Play
2487,missing the prime clash of royale,5,2025-11-23 09:23:08,Play_Store_Updates,Google_Play
2488,best game,4,2025-11-23 09:22:27,Play_Store_Updates,Google_Play
2489,I had a great time with this game. now it's time to move on. this game has evolved into Golden garbage.,1,2025-11-23 09:20:25,Play_Store_Updates,Google_Play
2490,tuff game,5,2025-11-23 09:19:25,Play_Store_Updates,Google_Play
2491,Ts tuff twin,5,2025-11-23 09:19:25,Play_Store_Updates,Google_Play
2492,this game is so fun I might play this game forever,5,2025-11-23 09:18:53,Play_Store_Updates,Google_Play
2493,"worst game ai for choosing , suddenly chooses extreme opposite deck of cards against you, to keep you hooked by ruining your mental peace .....",1,2025-11-23 09:17:00,Play_Store_Updates,Google_Play
2494,the best game ever with infinite fun,5,2025-11-23 09:13:10,Play_Store_Updates,Google_Play
2495,Un juego bueno para todos,5,2025-11-23 09:12:50,Play_Store_Updates,Google_Play
2496,ok botty,5,2025-11-23 09:09:48,Play_Store_Updates,Google_Play
2497,You downfall is inevitable,1,2025-11-23 09:08:02,Play_Store_Updates,Google_Play
2498,idk cool games,5,2025-11-23 08:56:27,Play_Store_Updates,Google_Play
2499,good game,5,2025-11-23 08:53:33,Play_Store_Updates,Google_Play
2500,i am stuck at 9k for too long,1,2025-11-23 08:52:19,Play_Store_Updates,Google_Play
2501,its fun and its a real startigy game and im always up to play!,5,2025-11-23 08:47:57,Play_Store_Updates,Google_Play
2502,so fun i thought it was ovveratted but the my coisin showed me it and i loved it 5 stars ezz,5,2025-11-23 08:45:52,Play_Store_Updates,Google_Play
2503,good game,4,2025-11-23 08:41:45,Play_Store_Updates,Google_Play
2504,my brother who is this account is yelling at me this is a good game,5,2025-11-23 08:32:34,Play_Store_Updates,Google_Play
2505,this is an amazing game,5,2025-11-23 08:31:45,Play_Store_Updates,Google_Play
2506,not balanced,1,2025-11-23 08:31:30,Play_Store_Updates,Google_Play
2507,poor network system,1,2025-11-23 08:21:09,Play_Store_Updates,Google_Play
2508,very good game with barley any ads and actual people,5,2025-11-23 08:21:04,Play_Store_Updates,Google_Play
2509,leave ai out of gaming 🥀,1,2025-11-23 08:16:43,Play_Store_Updates,Google_Play
2510,it's a fun game but nerf some cards and buff some some cards,5,2025-11-23 08:15:25,Play_Store_Updates,Google_Play
2511,w game💯🔥🔥🔥,5,2025-11-23 08:14:16,Play_Store_Updates,Google_Play
2512,this game is not fun the only reason you'd play it is if you were brain dead,1,2025-11-23 08:10:25,Play_Store_Updates,Google_Play
2513,Great game just needs evo mini pekka,5,2025-11-23 08:09:28,Play_Store_Updates,Google_Play
2514,amazing I love this game,5,2025-11-23 08:03:22,Play_Store_Updates,Google_Play
2515,pay to win but good,4,2025-11-23 07:58:59,Play_Store_Updates,Google_Play
2516,Awesome game. Some cards & evos are unbalanced tho,4,2025-11-23 07:48:19,Play_Store_Updates,Google_Play
2517,Its really fun when your bored and you need to think your every move,5,2025-11-23 07:44:32,Play_Store_Updates,Google_Play
2518,"after playing this game off and on for nearly 10 years I can honestly say this game is just as dull as the last time I played it. once you get high enough up on the ladder every game just gets repetitive. the same pay to win games every time. merge tactics is a joke, no consistency at all and just feels like a janky, broken gambling game with very little skill and mostly just up to chance. the prices they want for items is insane as well. truly this game lost everything that ever made it good",1,2025-11-23 07:44:17,Play_Store_Updates,Google_Play
2519,nice,5,2025-11-23 07:41:13,Play_Store_Updates,Google_Play
2520,it's literally the same as brawl stars but it has best things than it. an example: in brawl you start with only one character but in this game you start with a lot of characters,5,2025-11-23 07:40:54,Play_Store_Updates,Google_Play
2521,best game evry,5,2025-11-23 07:37:48,Play_Store_Updates,Google_Play
2522,2v2 quitters LIKE CRAZY DO SOMETHING ABOUT IT BOZOS,1,2025-11-23 07:37:26,Play_Store_Updates,Google_Play
2523,Soo great,5,2025-11-23 07:32:16,Play_Store_Updates,Google_Play
2524,add temporary evo booster. like the card boost potion for evos. This will be convenient new potion that will help players get better at the game.,4,2025-11-23 07:25:51,Play_Store_Updates,Google_Play
2525,Mega Knight,1,2025-11-23 07:24:18,Play_Store_Updates,Google_Play
2526,fun,5,2025-11-23 07:24:07,Play_Store_Updates,Google_Play
2527,good but PLEASE change the tiebreakers to just keep going and not just do damage till someones tower loses,4,2025-11-23 07:20:33,Play_Store_Updates,Google_Play
2528,amazing game definetly reccomend,5,2025-11-23 07:20:21,Play_Store_Updates,Google_Play
2529,"if you aren't already in a high arena, if your king tower is level 5-9, the game is unplayable, you can't go 5 matches without going against people with level 11's and evos. the amount of pay to win in this game is so sad, this game does NOT deserve the Popularity it already has, yes, it's a good game, but the pay to win is so absurd it ruins the game. do not play.",1,2025-11-23 07:11:03,Play_Store_Updates,Google_Play
2530,why does everybody i face have overleveled troops mine is lv 10 thiers is lv 13 this is so unfair,3,2025-11-23 07:10:22,Play_Store_Updates,Google_Play
2531,good game,4,2025-11-23 07:10:16,Play_Store_Updates,Google_Play
2532,Made my bored feeling away!,5,2025-11-23 07:08:30,Play_Store_Updates,Google_Play
2533,i love it so so so so so so soooooooooooooooooooooo much.,5,2025-11-23 07:07:39,Play_Store_Updates,Google_Play
2534,good game,4,2025-11-23 07:07:22,Play_Store_Updates,Google_Play
2535,Best goonable game,5,2025-11-23 07:07:05,Play_Store_Updates,Google_Play
2536,its a great game,5,2025-11-23 07:05:46,Play_Store_Updates,Google_Play
2537,good,5,2025-11-23 06:59:14,Play_Store_Updates,Google_Play
2538,nice,5,2025-11-23 06:58:28,Play_Store_Updates,Google_Play
2539,I just started,1,2025-11-23 06:56:23,Play_Store_Updates,Google_Play
2540,its amazing,5,2025-11-23 06:56:19,Play_Store_Updates,Google_Play
2541,"its very fun i just got to spooky town, there are a lot of cards that are balanced but, people might say some cards are not balanced like mega knight but you only need skeletons and ice spirit to counter mega knight and get king tower activation.",5,2025-11-23 06:50:44,Play_Store_Updates,Google_Play
2542,great game,5,2025-11-23 06:50:18,Play_Store_Updates,Google_Play
2543,"Supercel doesn't care about their community, they have proven this time and time again with every update they release. They are now releasing level 16, adding new hero troops which are busted, adding 2 hero/champion slots, and taking your wild cards and exchanging them for gems, which at the time of this review they have not made the exchange rate public, meaning it will be terrible and they want to rip their players off for as much as they can manage. I wouldn't bother playing this game anymore",1,2025-11-23 06:39:12,Play_Store_Updates,Google_Play
2544,i love the game,5,2025-11-23 06:33:50,Play_Store_Updates,Google_Play
2545,"supports AI development, guess I'm done with my clashslop for good.",1,2025-11-23 06:31:51,Play_Store_Updates,Google_Play
2546,MEGA KNIGHT,5,2025-11-23 06:29:20,Play_Store_Updates,Google_Play
2547,it was good,5,2025-11-23 06:27:44,Play_Store_Updates,Google_Play
2548,haven't played long enough to give a good enough rating.,3,2025-11-23 06:27:00,Play_Store_Updates,Google_Play
2549,best game ever if your bored play it. this game only takes 5 minutes max,5,2025-11-23 06:24:27,Play_Store_Updates,Google_Play
2550,Really good game just started,5,2025-11-23 06:21:06,Play_Store_Updates,Google_Play
2551,that's why we clash,5,2025-11-23 06:19:29,Play_Store_Updates,Google_Play
2552,the game is amazing,5,2025-11-23 06:15:25,Play_Store_Updates,Google_Play
2553,fun game,5,2025-11-23 06:11:25,Play_Store_Updates,Google_Play
2554,it pretty fun,4,2025-11-23 06:08:27,Play_Store_Updates,Google_Play
2555,good game,5,2025-11-23 06:07:13,Play_Store_Updates,Google_Play
2556,this game is the worst it's always laggy and is horrible I don't even know why people play it,1,2025-11-23 06:06:39,Play_Store_Updates,Google_Play
2557,this is why we clash,5,2025-11-23 06:06:29,Play_Store_Updates,Google_Play
2558,terrific game but remove the upcoming heroes update,5,2025-11-23 06:06:26,Play_Store_Updates,Google_Play
2559,amazn,5,2025-11-23 06:02:51,Play_Store_Updates,Google_Play
2560,Very fun game you can play with others online and even play with friends,5,2025-11-23 05:59:55,Play_Store_Updates,Google_Play
2561,decent,4,2025-11-23 05:58:48,Play_Store_Updates,Google_Play
2562,it's a fun game but when I get a gift card for play store or clash royal it doesn't work on it,4,2025-11-23 05:57:01,Play_Store_Updates,Google_Play
2563,I love the game but onn pc it says i need to make space but i got 4.6GB so i dunno what i do can someone help?,3,2025-11-23 05:52:06,Play_Store_Updates,Google_Play
2564,"P2W, at this point it's just a cash grab",1,2025-11-23 05:51:27,Play_Store_Updates,Google_Play
2565,"Amazing game, 10/10",5,2025-11-23 05:50:47,Play_Store_Updates,Google_Play
2566,"I think im done guys, I used to have fun but with the announcement of heroics as well as the ""buffs"" to deck building, I don't think i can keep playing. this game was one of the few actually good mobile games and now its just so boring. Maybe I'll come back later but rn I don't think its worth while. to any new plays, just go somewhere else. theres nothing for you here anymore. id honestly rate it lower if I could.",1,2025-11-23 05:49:25,Play_Store_Updates,Google_Play
2567,this is osam Ian abiginrr but i am 👍,5,2025-11-23 05:47:22,Play_Store_Updates,Google_Play
2568,is fun,5,2025-11-23 05:46:45,Play_Store_Updates,Google_Play
2569,i hate arena 11,5,2025-11-23 05:46:30,Play_Store_Updates,Google_Play
2570,67 emote not in shop anymore,2,2025-11-23 05:44:16,Play_Store_Updates,Google_Play
2571,give better stuff to f2p people,5,2025-11-23 05:43:49,Play_Store_Updates,Google_Play
2572,"p2w update, then p2w update, then p2w update, then f2p update to increase player count, then p2w update, p2w update... if you aren't planning to whale this game, don't bother starting. you get maybe 20 hours of good f2p before they require thousands in order to progress further. it'll take over 20 years of daily play to finally max as a f2p-- and that's only if they keep it as it is, but they won't, current update adds years to your grind before you can even think of playin the game competively.",1,2025-11-23 05:41:35,Play_Store_Updates,Google_Play
2573,"Became a money hungry game. If you're not gonna spend money, don't even bother playing. By money i mean like $$ or even more.",1,2025-11-23 05:40:50,Play_Store_Updates,Google_Play
2574,It's fun and I can play with my family.,4,2025-11-23 05:38:12,Play_Store_Updates,Google_Play
2575,this is so good,5,2025-11-23 05:32:45,Play_Store_Updates,Google_Play
2576,LOVE IT,5,2025-11-23 05:30:41,Play_Store_Updates,Google_Play
2577,"I like the game but the matchmaking is absolutely 🗑, all it does is put me against the same cards and same decks at almost 15k ill have a normal game every 1 out of 4-6 matches. My last 3 games 2 of them megaknight and Valkery for 2 of them then megaknight prince.",2,2025-11-23 05:30:35,Play_Store_Updates,Google_Play
2578,i like it,4,2025-11-23 05:29:38,Play_Store_Updates,Google_Play
2579,fun,5,2025-11-23 05:26:35,Play_Store_Updates,Google_Play
2580,this game is awful trying to climb ladder as F2p is god awful. I fight over leveled over evoed taunt spamming morons who don't have a life beside clash FIX YOUR GAME SUPERCELL,1,2025-11-23 05:24:06,Play_Store_Updates,Google_Play
2581,this game will be be okay at best once Mega knight is removed. also its Pay to Win trash.,1,2025-11-23 05:23:47,Play_Store_Updates,Google_Play
2582,"Hi everyone, i am currently at 4300 trophies and i agree with the p2w comments but this game is really fun to play, especially whenever your on the go with LTE/Internet. This game is torture but surely is fun unlocking all thoses new cards. This is a very good strategy game which i strongly recommend if you havent played it as it is so fun for new people whos never played because this brings you face to face with opponents worst/better then you which is very fun to go against. Im out.",5,2025-11-23 05:23:39,Play_Store_Updates,Google_Play
